id,text,document_id,location_id,sentence_id
35090,Calton Hill,42,188,35090
35093,Princes Street,42,567,35093
35094,Calton Hill,42,188,35094
35096,Holyrood,42,185,35096
35097,Arthur's Seat,42,1202,35097
35098,Salisbury Crags,42,2332,35098
35099,Edinburgh,42,91,35099
35101,St. Giles,42,202,35101
35110,Salisbury Crags,42,2332,35110
35111,Arthur's Seat,42,1202,35111
35112,Holyrood,42,185,35112
35113,Queen's Drive,42,3004,35113
35114,Princes Street Gardens,42,2897,35114
35115,Scott Monument,42,204,35115
35117,Edinburgh Castle,42,2133,35117
35120,Edinburgh,42,91,35120
35121,Rosslyn Castle,42,6310,35121
35127,Rosslyn Castle,42,6310,35127
35129,Rosslyn Chapel,42,3613,35129
35130,Roslin,42,2212,35130
35132,Roslin,42,2212,35132
35137,Edinburgh,42,91,35137
35141,Abbey Hotel,42,6194,35141
35142,Abbey Hotel,42,6194,35142
35153,Edinburgh,42,91,35153
35154,Tollbooth,42,6309,35154
35155,Edinburgh,42,91,35155
35163,Tollbooth,42,6309,35163
35168,Edinburgh,42,91,35168
35171,Edinburgh,42,91,35171
35240,Edinburgh,42,91,35240
35354,The Pleasance,42,3975,35354
35662,Botanic Gardens,42,1296,35662
35665,Star and Garter Hotel,42,6385,35665
35697,Lord Nelson,42,3314,35697
35699,Lord Nelson,42,3314,35699
35813,Lord Nelson,42,3314,35813
35819,Lord Nelson,42,3314,35819
35886,Lord Nelson,42,3314,35886
35900,Riding School,42,6420,35900
36555,Forth,42,247,36555
36868,Edinburgh Castle,42,2133,36868
36944,Crown Hotel,42,6577,36944
37327,London Road,43,6641,37327
37361,The Peel,43,6650,37361
37378,Blackburn,43,4725,37378
37545,Moss Cottage,43,6724,37545
37590,Royal Crescent,43,6739,37590
37615,Victoria Street,43,6745,37615
37716,High Street,43,205,37716
37720,St. Giles,43,202,37720
37722,St. Giles,43,202,37722
37729,St. Giles,43,202,37729
37754,Northumberland Street,43,6775,37754
37764,Haymarket,43,686,37764
37766,Regent Street,43,443,37766
37842,Lord Nelson,43,3314,37842
37979,Forth,43,247,37979
37990,Holyrood,43,185,37990
38029,High Street,43,205,38029
38277,Bothwell Castle,43,6911,38277
38281,George Square,43,3621,38281
38283,High Street,43,205,38283
38284,Queen Street,43,552,38284
38286,High Street,43,205,38286
38290,High Street,43,205,38290
38291,Duke Street,43,6915,38291
38292,High Street,43,205,38292
38294,Edinburgh,43,91,38294
38427,Forth,43,247,38427
38444,Dreadnought Hotel,43,6956,38444
38456,Forth,43,247,38456
38478,Forth,43,247,38478
38483,Chapel Royal,43,2450,38483
38487,Forth,43,247,38487
38498,Forth,43,247,38498
38502,Forth,43,247,38502
38553,Forth,43,247,38553
38555,Linlithgow,43,1752,38555
38556,Linlithgow,43,1752,38556
38559,Linlithgow,43,1752,38559
38561,Linlithgow,43,1752,38561
38562,Slateford,43,6985,38562
38565,Cockburn Street,43,6986,38565
38566,High Street,43,205,38566
38567,Tron Church,43,6987,38567
38568,St. Giles,43,202,38568
38569,Tolbooth,43,949,38569
38570,Heart of Midlothian,43,255,38570
38571,High Street,43,205,38571
38572,Tron Church,43,6987,38572
38573,High Street,43,205,38573
38574,Canongate,43,564,38574
38575,Holyrood,43,185,38575
38576,Auld Reekie,43,186,38576
38577,High Street,43,205,38577
38578,Anchor Close,43,3596,38578
38579,St. Giles,43,202,38579
38580,St. Giles,43,202,38580
38582,St. Giles,43,202,38582
38583,Nor' Loch,43,1443,38583
38584,St. Giles,43,202,38584
38588,Tolbooth,43,949,38588
38591,Tolbooth,43,949,38591
38594,St. Giles,43,202,38594
38595,High Street,43,205,38595
38599,St. Giles,43,202,38599
38600,Signet Library,43,5359,38600
38601,Signet Library,43,5359,38601
38603,Cowgate,43,555,38603
38604,Baxter's Close,43,3588,38604
38605,Lady Stair's Close,43,6989,38605
38609,Ramsay Lane,43,6991,38609
38612,High Street,43,205,38612
38613,Castle Hill,43,3581,38613
38617,Crown Room,43,3574,38617
38618,Crown Room,43,3574,38618
38620,Queen Mary's Room,43,6301,38620
38629,West Bow,43,1452,38629
38630,West Bow,43,1452,38630
38632,West Bow,43,1452,38632
38633,Cowgate,43,555,38633
38634,College Wynd,43,6997,38634
38635,Cowgate,43,555,38635
38636,West Port,43,215,38636
38637,High Street,43,205,38637
38638,Nether Bow,43,4189,38638
38639,Canongate,43,564,38639
38641,High Street,43,205,38641
38643,North Bridge,43,227,38643
38644,Nether Bow,43,4189,38644
38645,Canongate,43,564,38645
38646,Canongate,43,564,38646
38647,Moray House,43,1444,38647
38648,High Street,43,205,38648
38649,Canongate,43,564,38649
38650,Tolbooth,43,949,38650
38652,Holyrood,43,185,38652
38653,Linlithgow Palace,43,2998,38653
38657,Canongate,43,564,38657
38658,Regent Road,43,6999,38658
38659,Calton Hill,43,188,38659
38661,National Monument,43,3567,38661
38663,Holyrood,43,185,38663
38664,Auld Reekie,43,186,38664
38665,New Town,43,210,38665
38666,Leith,43,212,38666
38667,Granton,43,211,38667
38670,Waterloo Place,43,7002,38670
38672,Hope Street,43,7003,38672
38673,Charlotte Square,43,2222,38673
38674,Frederick Street,43,7004,38674
38677,Greyfriars,43,1093,38677
38679,Tron Church,43,6987,38679
38683,Arthur's Seat,43,2094,38683
38685,Arthur's Seat,43,2094,38685
38686,Leith,43,212,38686
38687,Calton Hill,43,188,38687
38690,Craigmillar Castle,43,3571,38690
38694,Arthur's Seat,43,2094,38694
38701,Leith,43,212,38701
38705,Portobello,43,1200,38705
38706,Musselburgh,43,184,38706
38708,Bass Rock,43,2130,38708
38710,Craigmillar,43,1105,38710
38712,Blackford,43,1627,38712
38713,Hunter's Bog,43,1645,38713
38714,Arthur's Seat,43,2094,38714
38715,Heart of Midlothian,43,255,38715
38717,Salisbury Crags,43,2332,38717
38720,Arthur's Seat,43,2094,38720
38723,Arthur's Seat,43,2094,38723
38724,Portobello,43,1200,38724
38725,Dalkeith,43,1101,38725
38728,Dalhousie Castle,43,7013,38728
38730,Dalhousie Castle,43,7013,38730
38732,Borthwick Castle,43,7015,38732
38736,Crichton,43,7016,38736
38759,Linlithgow Palace,43,2998,38759
38771,Roslin,43,1166,38771
38815,Queen's Arms,43,765,38815
39091,Bathgate,43,7116,39091
39092,Linlithgow,43,1752,39092
39097,Firth of Forth,43,189,39097
39143,Forth,43,247,39143
39145,Portobello,43,1200,39145
39146,Musselburgh,43,184,39146
39149,Pinkie House,43,2114,39149
39151,Waverley Market,43,7123,39151
39152,High Street,43,205,39152
39153,Nether Bow,43,4189,39153
39155,Holyrood,43,185,39155
39156,Canongate,43,564,39156
39157,Holyrood Palace,43,207,39157
39158,Arthur's Seat,43,2094,39158
39159,Calton Hill,43,188,39159
39160,Regent Street,43,443,39160
39161,Regent Terrace,43,4737,39161
39162,Waterloo Place,43,7002,39162
39163,Nelson Monument,43,193,39163
39164,Calton Hill,43,188,39164
39165,Arthur's Seat,43,2094,39165
39166,Dunedin,43,764,39166
39168,Waterloo Place,43,7002,39168
39169,Waverley Bridge,43,7125,39169
39174,Edinburgh,44,91,39174
39175,Firth of Forth,44,189,39175
39176,Liberton Brae,44,7128,39176
39177,Blackford,44,1627,39177
39178,Arthur's Seat,44,2094,39178
39179,Duddingston Loch,44,7129,39179
39180,Craigmillar Castle,44,3571,39180
39181,Liberton,44,2900,39181
39182,Dalkeith Road,44,7130,39182
39184,The Doocot,44,7131,39184
39185,The Doocot,44,7131,39185
39194,The Doocot,44,7131,39194
39198,The Doocot,44,7131,39198
39200,The Doocot,44,7131,39200
39202,Gilmerton,44,3974,39202
39203,Gilmerton,44,3974,39203
39204,Gilmerton,44,3974,39204
39205,Gilmerton,44,3974,39205
39206,Craigmillar Castle,44,3571,39206
39207,Gilmerton,44,3974,39207
39208,Gilmerton,44,3974,39208
39211,Craigmillar Castle,44,3571,39211
39213,Gilmerton,44,3974,39213
39214,Craigmillar Castle,44,3571,39214
39215,Craigmillar,44,1105,39215
39216,The Doocot,44,7131,39216
39218,Edinburgh,44,91,39218
39219,The Doocot,44,7131,39219
39221,Liberton Road,44,7140,39221
39222,Craigmillar Castle,44,3571,39222
39223,Duddingston,44,1680,39223
39224,Craigmillar,44,1105,39224
39228,Craigmillar,44,1105,39228
39229,Edinburgh,44,91,39229
39230,Liberton,44,2900,39230
39238,Edinburgh,44,91,39238
39242,Gilmerton,44,3974,39242
39248,Craigmillar,44,1105,39248
39252,Craigmillar Castle,44,3571,39252
39253,Craigmillar Castle,44,3571,39253
39259,The Doocot,44,7131,39259
39267,Edinburgh,44,91,39267
39268,Craigmillar,44,1105,39268
39270,Edinburgh,44,91,39270
39509,Victoria Dock,45,7203,39509
39510,Market Street,45,957,39510
39511,Douglas Hotel,45,7204,39511
39526,Castle Street,45,223,39526
39529,Edinburgh,45,91,39529
39535,Edinburgh,45,91,39535
39541,Old Bridge,45,7211,39541
39548,Edinburgh,45,91,39548
39551,Regent Street,45,443,39551
39632,Firth of Forth,45,189,39632
39639,Leith,45,212,39639
39643,Forth,45,247,39643
39676,Firth of Forth,45,189,39676
39678,Forth,45,247,39678
39681,Leith,45,212,39681
39686,Newhaven,45,1487,39686
39687,Firth of Forth,45,189,39687
39692,Bass Rock,45,2130,39692
39694,Forth,45,247,39694
39703,Forth,45,247,39703
39704,Leith,45,212,39704
39705,Newhaven,45,1487,39705
39709,Leith,45,212,39709
39710,Newhaven,45,1487,39710
39712,Leith,45,212,39712
39713,Edinburgh,45,91,39713
39716,Newhaven,45,1487,39716
39717,Leith,45,212,39717
39718,Edinburgh,45,91,39718
39719,Edinburgh,45,91,39719
39720,Leith,45,212,39720
39723,Leith,45,212,39723
39724,Edinburgh,45,91,39724
39725,Edinburgh,45,91,39725
39727,Leith,45,212,39727
39729,Leith,45,212,39729
39730,Edinburgh,45,91,39730
39733,Leith,45,212,39733
39734,Newhaven,45,1487,39734
39735,Edinburgh,45,91,39735
39736,Edinburgh,45,91,39736
39737,Granton,45,211,39737
39738,Leith,45,212,39738
39741,Leith,45,212,39741
39743,Leith,45,212,39743
39750,Edinburgh,45,91,39750
39754,Calton Hill,45,188,39754
39755,Arthur's Seat,45,7255,39755
39756,St. Giles's Cathedral,45,4503,39756
39757,Prince's Street,45,556,39757
39760,Waverley Station,45,229,39760
39762,Calton Hill,45,188,39762
39763,St. Giles's Cathedral,45,4503,39763
39764,Advocates' Library,45,1558,39764
39765,Holyrood Palace,45,207,39765
39767,Arthur's Seat,45,7255,39767
39768,Prince's Street,45,556,39768
39769,Edinburgh,45,91,39769
39770,Edinburgh,45,91,39770
39772,Prince's Street,45,556,39772
39775,St. Giles's Cathedral,45,4503,39775
39776,St. Giles's,45,191,39776
39783,Prince's Street,45,556,39783
39784,Charlotte Square,45,2222,39784
39787,North Castle Street,45,7258,39787
39788,Edinburgh,45,91,39788
39789,Melville Street,45,3984,39789
39790,Chester Street,45,7259,39790
39791,Manor Place,45,7260,39791
39792,Palmerston Place,45,6246,39792
39796,Melville Street,45,3984,39796
39798,Prince's Street,45,556,39798
39800,Waverley Station,45,229,39800
39802,Calton Hill,45,188,39802
39803,Edinburgh,45,91,39803
39804,Waterloo Place,45,1469,39804
39806,Prince's Street,45,556,39806
39807,Corstorphine,45,257,39807
39808,Old Town,45,90,39808
39809,Holyrood,45,185,39809
39810,New Town,45,210,39810
39811,Leith,45,212,39811
39812,Granton,45,211,39812
39816,British Linen Bank,45,7266,39816
39817,Old Town,45,90,39817
39818,Edinburgh Castle,45,2133,39818
39820,Crown Room,45,3574,39820
39821,Queen Mary's Room,45,6301,39821
39822,Holyrood,45,185,39822
39823,St. Giles's Cathedral,45,4503,39823
39824,Edinburgh,45,91,39824
39825,Holyrood,45,185,39825
39826,Parliament Square,45,3320,39826
39827,St. Giles's,45,191,39827
39828,Heart of Midlothian,45,255,39828
39829,St. Giles's,45,191,39829
39830,Holyrood Palace,45,207,39830
39842,Forth,45,247,39842
39856,Star Hotel,45,7278,39856
39863,Forth,45,247,39863
39865,Edinburgh,45,91,39865
39866,Chapel Royal,45,2450,39866
39870,Forth,45,247,39870
39873,Greyfriars,45,1093,39873
39886,Forth,45,247,39886
39899,Leith,45,212,39899
39904,Forth,45,247,39904
39907,Leith,45,212,39907
39908,Edinburgh,45,91,39908
39910,Leith,45,212,39910
39911,Leith,45,212,39911
39912,Bass Rock,45,2130,39912
39915,Forth,45,247,39915
39919,Longstone,45,7281,39919
39956,Leith,45,212,39956
39957,Forth,45,247,39957
39990,Forth,45,247,39990
39991,Forth,45,247,39991
40039,Firth of Forth,45,189,40039
40128,Forth,45,247,40128
40223,Tolbooth,46,949,40223
40224,High Street,46,205,40224
40227,High Street,46,205,40227
40263,Forth,46,247,40263
40268,Edinburgh,46,91,40268
40269,Edinburgh Castle,46,2133,40269
40271,Princes Street,46,528,40271
40272,Princes Street,46,528,40272
40273,Holyrood,46,185,40273
40274,Arthur's Seat,46,7255,40274
40276,Holyrood Abbey,46,3002,40276
40278,Canongate,46,564,40278
40279,High Street,46,205,40279
40280,Canongate,46,564,40280
40281,Edinburgh,46,91,40281
40282,Edinburgh,46,91,40282
40283,High Street,46,205,40283
40284,Grassmarket,46,1084,40284
40285,High Street,46,205,40285
40286,Arthur's Seat,46,7255,40286
40287,Salisbury Crags,46,2332,40287
40288,Edinburgh,46,91,40288
40291,Edinburgh,46,91,40291
40293,Mons Meg,46,219,40293
40295,Edinburgh,46,91,40295
40324,Edinburgh Castle,46,2133,40324
40406,High Street,46,205,40406
40408,Clifton Villa,46,7360,40408
40480,Ashley Place,46,7366,40480
40500,Lord Nelson,46,3314,40500
40546,Ashley Place,46,7366,40546
40590,St. Giles,46,202,40590
40608,High Street,46,205,40608
40843,High Street,46,205,40843
40844,High Street,46,205,40844
40845,Tron,46,1090,40845
40846,Old Tolbooth,46,1450,40846
40847,High Street,46,205,40847
40928,Forth,46,247,40928
40937,Star and Garter Hotel,46,6385,40937
40938,Linlithgow,46,258,40938
40939,Linlithgow,46,258,40939
40942,Linlithgow,46,258,40942
40945,Holyrood,46,185,40945
40946,Linlithgow,46,258,40946
40947,High Street,46,205,40947
40949,Linlithgow,46,258,40949
40950,Edinburgh,46,91,40950
40951,Princes Street,46,528,40951
40952,Castle Hill,46,3581,40952
40953,Edinburgh,46,91,40953
40954,Princes Street,46,528,40954
40955,Edinburgh,46,91,40955
40956,Mons Meg,46,219,40956
40957,Parliament Square,46,7418,40957
40958,High Street,46,205,40958
40959,Parliament Square,46,7418,40959
40963,High Street,46,205,40963
40964,Princes Street,46,528,40964
40965,Holyrood Palace,46,207,40965
40968,Canongate,46,564,40968
40969,Edinburgh,46,91,40969
40970,Edinburgh,46,91,40970
40971,Arthur's Seat,46,7255,40971
40972,Salisbury Crags,46,2332,40972
40973,Arthur's Seat,46,7255,40973
40974,Leith,46,212,40974
40975,Portobello,46,1200,40975
40976,Calton Hill,46,188,40976
40977,Grassmarket,46,1084,40977
40978,Cowgate,46,1079,40978
40979,Grassmarket,46,1084,40979
40980,Castle Hill,46,3581,40980
40981,Princes Street,46,528,40981
40982,Edinburgh,46,91,40982
40983,St. Giles's Cathedral,46,4503,40983
40984,St. Giles's,46,191,40984
40985,Princes Street Gardens,46,2897,40985
40986,Grassmarket,46,1084,40986
40987,High Street,46,205,40987
40988,Edinburgh,46,91,40988
40989,Roslin,46,1166,40989
40990,Mons Meg,46,219,40990
40991,Edinburgh,46,91,40991
40992,Edinburgh,46,91,40992
40993,Canongate,46,564,40993
40994,Roslin,46,1166,40994
40995,Roslin,46,1166,40995
40996,Edinburgh,46,91,40996
40997,Princes Street,46,528,40997
41161,Regent Street,46,443,41161
41227,Crichton,46,727,41227
41281,Edinburgh,47,91,41281
41282,Edinburgh,47,91,41282
41284,Edinburgh,47,91,41284
41285,Firth of Forth,47,189,41285
41286,Edinburgh,47,91,41286
41290,Holyrood,47,185,41290
41291,Edinburgh,47,91,41291
41293,Holyrood,47,185,41293
41295,Nor Loch,47,1076,41295
41296,Prince's Street Gardens,47,194,41296
41297,Edinburgh,47,91,41297
41298,Holyrood,47,185,41298
41299,Edinburgh,47,91,41299
41302,Edinburgh,47,91,41302
41305,Edinburgh,47,91,41305
41306,Tolbooth,47,949,41306
41307,Heart of Midlothian,47,255,41307
41308,Holyrood,47,185,41308
41309,High Street,47,205,41309
41310,Castle Hill,47,3581,41310
41311,Edinburgh,47,91,41311
41312,Grassmarket,47,1084,41312
41316,Edinburgh,47,91,41316
41317,Edinburgh,47,91,41317
41319,Mons Meg,47,219,41319
41324,Palace Yard,47,7449,41324
41325,Parliament Hall,47,1461,41325
41326,Parliament Square,47,7418,41326
41328,Crown Room,47,3574,41328
41329,Palace Yard,47,7449,41329
41332,Holyrood,47,185,41332
41338,Crown Room,47,3574,41338
41339,Queen Mary's Room,47,6301,41339
41342,High Street,47,205,41342
41343,Castle Hill,47,3581,41343
41344,Lawnmarket,47,1077,41344
41345,High Street,47,205,41345
41346,Netherbow,47,3583,41346
41347,Canongate,47,564,41347
41348,Holyrood,47,185,41348
41350,Edinburgh,47,91,41350
41351,High Street,47,205,41351
41352,Leith,47,212,41352
41354,Edinburgh,47,91,41354
41356,Baxter's Close,47,3588,41356
41357,Lawnmarket,47,1077,41357
41358,Lawnmarket,47,1077,41358
41359,Bank Street,47,7452,41359
41361,Bank Street,47,7452,41361
41362,Parliament Square,47,7418,41362
41363,Edinburgh,47,91,41363
41364,St. Giles,47,202,41364
41367,St. Giles's,47,191,41367
41368,Parliament Square,47,7418,41368
41370,Edinburgh,47,91,41370
41371,Tolbooth,47,949,41371
41372,Heart of Midlothian,47,255,41372
41373,Parliament Square,47,7418,41373
41374,Parliament Square,47,7418,41374
41375,Edinburgh,47,91,41375
41376,Scottish Parliament,47,2167,41376
41378,Advocates' Library,47,1558,41378
41382,Parliament Square,47,7418,41382
41384,High Street,47,205,41384
41385,High Street,47,205,41385
41386,Edinburgh,47,91,41386
41387,High Street,47,205,41387
41388,Trinity,47,7454,41388
41389,Canongate,47,564,41389
41390,Holyrood,47,185,41390
41391,Moray House,47,1444,41391
41393,Canongate,47,564,41393
41394,Tolbooth,47,949,41394
41396,Queensberry House,47,7455,41396
41399,Canongate,47,564,41399
41400,Edinburgh,47,91,41400
41402,Canongate,47,564,41402
41403,Holyrood Palace,47,207,41403
41404,Holyrood,47,185,41404
41406,Edinburgh,47,91,41406
41407,Leith,47,212,41407
41408,Edinburgh,47,91,41408
41409,Holyrood,47,185,41409
41412,Holyrood,47,185,41412
41413,Duke's Walk,47,7457,41413
41414,Edinburgh,47,91,41414
41415,Prestonpans,47,1199,41415
41419,Trinity,47,7454,41419
41420,Trinity,47,7454,41420
41421,Trinity,47,7454,41421
41424,Holyrood,47,185,41424
41425,Queen's Drive,47,3004,41425
41426,Heart of Midlothian,47,255,41426
41427,Calton Hill,47,188,41427
41428,Edinburgh,47,91,41428
41429,Waterloo Place,47,1632,41429
41430,Calton Hill,47,188,41430
41438,Edinburgh,47,91,41438
41439,Edinburgh,47,91,41439
41440,Calton,47,1624,41440
41441,Princes Street,47,2898,41441
41442,Edinburgh,47,91,41442
41446,Cowgate,47,555,41446
41447,Greyfriars,47,1093,41447
41449,Greyfriars,47,1093,41449
41450,Edinburgh,47,91,41450
41454,Edinburgh,47,91,41454
41455,Edinburgh,47,91,41455
41457,Princes Street Gardens,47,2897,41457
41458,Nor Loch,47,1076,41458
41460,Princes Street,47,2898,41460
41461,Princes Street,47,2898,41461
41462,Princes Street,47,2898,41462
41463,Princes Street,47,2898,41463
41466,Princes Street,47,2898,41466
41468,Princes Street,47,2898,41468
41471,Leith,47,212,41471
41472,Edinburgh,47,91,41472
41474,Edinburgh,47,91,41474
41475,Princes Street,47,2898,41475
41477,Charlotte Square,47,2222,41477
41479,Assembly Rooms,47,450,41479
41480,Charlotte Square,47,2222,41480
41481,Charlotte Square,47,2222,41481
41482,Edinburgh,47,91,41482
41483,Edinburgh,47,91,41483
41487,Edinburgh,47,91,41487
41488,Leith,47,212,41488
41489,Edinburgh,47,91,41489
41490,Leith,47,212,41490
41491,Trinity,47,7454,41491
41492,Newhaven,47,1487,41492
41494,Portobello,47,1200,41494
41495,Musselburgh,47,1108,41495
41496,Roslin,47,2212,41496
41497,Roslin Chapel,47,1547,41497
41499,Dalkeith,47,1101,41499
41500,Newbattle Abbey,47,2008,41500
41501,Dalhousie Castle,47,7462,41501
41504,Edinburgh,47,91,41504
41507,Edinburgh,47,91,41507
41719,Botanic Gardens,47,1296,41719
41732,High Street,47,205,41732
41733,Frederick Street,47,551,41733
41734,Frederick Street,47,551,41734
41736,High Street,47,205,41736
41739,High Street,47,205,41739
41740,High Street,47,205,41740
41743,Botanic Gardens,47,1296,41743
41817,Dominican Convent,47,7526,41817
41826,Trinity,47,7454,41826
41837,Trinity,47,7454,41837
41838,Trinity,47,7454,41838
41839,Trinity,47,7454,41839
41844,Portobello,47,1200,41844
41903,Haymarket,47,4167,41903
41905,Haymarket,47,4167,41905
41908,Haymarket,47,4167,41908
41910,Waterloo Place,47,1632,41910
41911,Regent Street,47,443,41911
41914,Waterloo Place,47,1632,41914
41915,Regent Street,47,443,41915
41916,Haymarket,47,4167,41916
41960,Chapel Royal,47,2450,41960
41984,Palace Yard,47,7449,41984
41985,Palace Yard,47,7449,41985
41987,Palace Yard,47,7449,41987
42040,Botanic Gardens,47,1296,42040
42043,Botanic Gardens,47,1296,42043
42245,Trinity,47,7454,42245
42425,Trinity,47,7454,42425
42470,Edinburgh,47,91,42470
42480,Edinburgh,47,91,42480
42484,Edinburgh,47,91,42484
42486,Edinburgh,47,91,42486
42488,Edinburgh,47,91,42488
42489,Edinburgh,47,91,42489
42490,Edinburgh,47,91,42490
42492,Edinburgh,47,91,42492
42493,Edinburgh,47,91,42493
42494,Forth,47,247,42494
42495,Granton,47,211,42495
42496,Edinburgh,47,91,42496
42499,Edinburgh,47,91,42499
42500,Edinburgh,47,91,42500
42510,Chapel Royal,47,2450,42510
42516,Forth,47,247,42516
42526,Greyfriars,47,1093,42526
42528,Edinburgh,47,91,42528
42529,Edinburgh,47,91,42529
42541,Forth,47,247,42541
42551,Forth,47,247,42551
42553,Forth,47,247,42553
42568,Roslin,47,2212,42568
42582,Edinburgh,47,91,42582
42590,Forth,47,247,42590
42631,Edinburgh,47,91,42631
42653,Rest and be thankful,47,7657,42653
42666,Forth,47,247,42666
42667,Edinburgh,47,91,42667
42693,Edinburgh,47,91,42693
42694,Edinburgh,47,91,42694
42944,Chapel Royal,47,2450,42944
43034,Newhaven,47,1487,43034
43038,Newhaven,47,1487,43038
43106,Newhaven,47,1487,43106
43122,Douglas Hotel,47,7204,43122
43154,Caledonian Hotel,47,7761,43154
43159,Caledonian Hotel,47,7761,43159
43207,Caledonian Hotel,47,7761,43207
43356,Edinburgh,48,91,43356
43421,Leith,48,212,43421
43422,Edinburgh,48,91,43422
43566,Edinburgh,48,91,43566
43590,Edinburgh,48,91,43590
43634,Lord Nelson,48,3314,43634
43859,Edinburgh,48,91,43859
44062,The Peel,48,6650,44062
44068,Edinburgh,48,91,44068
44099,Edinburgh,48,91,44099
44211,Trinity,48,7454,44211
44212,Trinity,48,7454,44212
44237,District Court,48,7883,44237
44242,Edinburgh,48,91,44242
44243,Edinburgh,48,91,44243
44244,Edinburgh,48,91,44244
44247,The Causeway,48,1013,44247
44270,Edinburgh,48,91,44270
44413,Edinburgh,48,91,44413
44500,Edinburgh,48,91,44500
44522,Edinburgh,48,91,44522
44525,Forth,48,247,44525
44528,West Lothian,48,7904,44528
44529,Edinburgh,48,91,44529
44533,Edinburgh,48,91,44533
44534,Edinburgh,48,91,44534
44539,Edinburgh,48,91,44539
44540,New Town,48,210,44540
44542,Forth,48,247,44542
44543,Leith,48,212,44543
44544,Leith,48,212,44544
44545,Salisbury Crags,48,1445,44545
44546,Calton Hill,48,188,44546
44547,Pentland,48,3731,44547
44548,Corstorphine,48,257,44548
44549,Edinburgh,48,91,44549
44550,Edinburgh,48,91,44550
44551,Edinburgh,48,91,44551
44552,New Town,48,210,44552
44555,Old Town,48,90,44555
44556,Calton Hill,48,188,44556
44557,Waterloo Place,48,1632,44557
44558,Edinburgh,48,91,44558
44559,National Monument,48,3567,44559
44561,Edinburgh,48,91,44561
44562,Calton Hill,48,188,44562
44566,National Monument,48,3567,44566
44569,Calton Hill,48,188,44569
44570,Palace of Holyrood House,48,7905,44570
44572,Arthur's Seat,48,759,44572
44575,New Town,48,210,44575
44576,Old Town,48,90,44576
44577,North Loch,48,1628,44577
44578,New Town,48,210,44578
44579,New Town,48,210,44579
44582,Edinburgh,48,91,44582
44583,New Town,48,210,44583
44584,Royal Crescent,48,6739,44584
44585,Royal Circus,48,7906,44585
44586,Drummond Place,48,7907,44586
44587,Moray Place,48,539,44587
44588,New Town,48,210,44588
44589,Edinburgh,48,91,44589
44591,New Town,48,210,44591
44592,Edinburgh,48,91,44592
44594,Leith,48,212,44594
44596,Old Town,48,90,44596
44598,Arthur's Seat,48,759,44598
44599,Salisbury Crags,48,1445,44599
44602,Arthur's Seat,48,759,44602
44603,Edinburgh,48,91,44603
44604,Trinity,48,7454,44604
44609,Edinburgh,48,91,44609
44610,Old Town,48,90,44610
44613,Edinburgh,48,91,44613
44622,Edinburgh,48,91,44622
44623,St. Giles,48,202,44623
44624,Edinburgh,48,91,44624
44625,Royal College of Physicians,48,5185,44625
44627,St. Giles,48,202,44627
44628,Trinity,48,7454,44628
44630,Edinburgh,48,91,44630
44632,Edinburgh,48,91,44632
44634,Edinburgh,48,91,44634
44635,Edinburgh,48,91,44635
44636,Edinburgh,48,91,44636
44637,Edinburgh,48,91,44637
44639,Edinburgh,48,91,44639
44647,Forth,48,247,44647
44648,Edinburgh,48,91,44648
44651,Forth,48,247,44651
44663,Edinburgh,48,91,44663
44666,Edinburgh,48,91,44666
44668,Edinburgh,48,91,44668
44674,Edinburgh,48,91,44674
44688,Edinburgh,48,91,44688
44690,Forth,48,247,44690
44691,Edinburgh,48,91,44691
44695,Leith,48,212,44695
44696,Forth,48,247,44696
44722,Edinburgh,48,91,44722
44732,Edinburgh,48,91,44732
44738,Edinburgh,48,91,44738
44747,Scottish Parliament,48,2167,44747
44786,Edinburgh,48,91,44786
44796,Edinburgh,48,91,44796
44802,Edinburgh,48,91,44802
44808,Forth,48,247,44808
44810,Forth,48,247,44810
44817,Old Town,48,90,44817
44818,New Town,48,210,44818
44819,Edinburgh,48,91,44819
44821,Edinburgh,48,91,44821
44823,Edinburgh,48,91,44823
44830,Edinburgh,48,91,44830
44832,Edinburgh,48,91,44832
44833,Edinburgh,48,91,44833
44834,Edinburgh,48,91,44834
44835,Edinburgh,48,91,44835
44836,Edinburgh,48,91,44836
44837,Edinburgh,48,91,44837
44840,Edinburgh,48,91,44840
44849,Edinburgh,48,91,44849
44851,Edinburgh,48,91,44851
44877,Calton,48,1624,44877
44879,Edinburgh,48,91,44879
44880,Old Town,48,90,44880
44889,Edinburgh,48,91,44889
44891,Edinburgh,48,91,44891
44898,Forth,48,247,44898
44928,Edinburgh,48,91,44928
44940,Trinity,48,7454,44940
44947,Trinity,48,7454,44947
44949,Trinity,48,7454,44949
44954,Trinity,48,7454,44954
44958,Town House,48,7933,44958
44968,Edinburgh,48,91,44968
44969,Trinity,48,7454,44969
44974,Edinburgh,48,91,44974
44988,Edinburgh,48,91,44988
44995,Trinity,48,7454,44995
45006,Trinity,48,7454,45006
45016,The Causeway,48,1013,45016
45080,The Causeway,48,1013,45080
45175,Edinburgh,48,91,45175
45239,Edinburgh,48,91,45239
45544,Edinburgh,48,91,45544
45632,Edinburgh,48,91,45632
45672,Leith,49,212,45672
45693,Leith,49,212,45693
45698,Edinburgh,49,91,45698
45699,Leith,49,212,45699
45700,Edinburgh,49,91,45700
