id,text_x,document_id,location_id,text,lat,lon,title,forename,surname,pubyear,gender,genre
3115,New Town,5,210,New Town,55.9583198,-3.1992422,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,non-fiction
3115,New Town,5,210,New Town,55.9583198,-3.1992422,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,travel
3106,Cowgate,5,555,Cowgate,55.9487,-3.1876,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,non-fiction
3106,Cowgate,5,555,Cowgate,55.9487,-3.1876,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,travel
2631,Haymarket,5,686,Haymarket,55.9443862,-3.2187438,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,non-fiction
2631,Haymarket,5,686,Haymarket,55.9443862,-3.2187438,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,travel
2821,Duke's Head,5,901,Duke's Head,55.9701199,-3.1699843,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,non-fiction
2821,Duke's Head,5,901,Duke's Head,55.9701199,-3.1699843,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,travel
3105,Edinburgh Castle,5,948,Edinburgh Castle,55.94867,-3.200924,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,non-fiction
3105,Edinburgh Castle,5,948,Edinburgh Castle,55.94867,-3.200924,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,travel
3129,Tolbooth,5,949,Tolbooth,55.949616,-3.191541,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,non-fiction
3129,Tolbooth,5,949,Tolbooth,55.949616,-3.191541,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,travel
3166,Leith Street,5,956,Leith Street,55.9549,-3.1869,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,non-fiction
3166,Leith Street,5,956,Leith Street,55.9549,-3.1869,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,travel
3170,Market Street,5,957,Market Street,55.9427,-3.0619,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,non-fiction
3170,Market Street,5,957,Market Street,55.9427,-3.0619,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,travel
3342,Gordon Arms,5,993,Gordon Arms,55.9516823,-3.2039774,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,non-fiction
3342,Gordon Arms,5,993,Gordon Arms,55.9516823,-3.2039774,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,travel
3474,The Causeway,5,1013,The Causeway,55.9424,-3.1471,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,non-fiction
3474,The Causeway,5,1013,The Causeway,55.9424,-3.1471,England from a Back-Window, James Montgomery,Bailey,1878-01-01,m,travel
